app_package,review,rating,votes,date,uid,formated_date,unix_timestamp,app_category
com.hotpads.mobile,I love that this app. really do have apartment listings in my rate of pay and that it includes contact information for the locations I am interested in.,5,1,"October 13, 2019",172wZIrnqX9E9TBR,2019-10-13,1570939200.0,House & Home
com.theotino.bingo.luckybingo.wonderland,This is a mostly p2p game.,2,0,"June 20, 2020",172wZIrnqX9E9TBR,2020-06-20,1592625600.0,Casino
com.sonypicturestelevision.myheroacademia,"I'll start off with saying this game is fun and easy once you get used to it but there is one problem that I don't like, its the amount of lag that I get when I open the game then I try to go upgrade my characters and there's more lag then I try to get more supplies but there to hard to beat bc we level up so slow that brings me to my next topic I'm currently stuck on level 36 but I need to be on level 40 for a task, how can I get to level 40 if I cant level up my characters over all nice game.",4,3,"July 14, 2021",172wZIrnqX9E9TBR,2021-07-14,1626235200.0,Action
com.google.android.keep,It was working fine but now it doesn't load at all,4,0,"February 25, 2022",172wZIrnqX9E9TBR,2022-02-25,1645765200.0,Productivity
gbis.gbandroid,"Incorrect information. I used to love using gas buddy. But now for some reason people are notorious for posting incorrect prices or cannot put the right price for the right grade of gas ( premium in the regular spot) it has made the app almost useless in my area and it's quite disappointing. I know it's a user issue, not gas buddy. But hopefully some sort of ideas or a fix to help so people can't mess around with it. Seems people just want the points for free gas contest.",2,0,"March 17, 2022",172wZIrnqX9E9TBR,2022-03-17,1647489600.0,Travel & Local
com.supersolid.snake,Good,3,0,"March 28, 2020",18pOjfDBcWJn9UQw,2020-03-28,1585368000.0,Action
com.magicv.airbrush,For me this app is good even though it has paid ones inside. Especially if you are a beginner and looking for how to skintone photos,4,0,"July 5, 2020",18pOjfDBcWJn9UQw,2020-07-05,1593921600.0,Photography
com.koalitygame.prizefighters2,I love the people who make this game 1 and 2 and I can't wait for 3 man they are soooooo good for what they do they should put it on the Nintendo switch now how cool that would be love this game keep up the good work I will always play the games that you make 🤗,5,0,"December 17, 2020",18pOjfDBcWJn9UQw,2020-12-17,1608181200.0,Sports
com.playon.nfhslive,"This is the worst coverage I've ever seen. No commentary on the game. So we're forced to listen on the radio but good news the steam is WAAAY behind live. Like 20-40 secs. One camera angle from what seems to be another state. Can't even read players numbers on a 70"" hi def tv Don't waste your money the radio is better. That's right WWII technology with no picture is better than this garbage.",1,5,"March 6, 2021",18pOjfDBcWJn9UQw,2021-03-06,1615006800.0,Sports
air.com.myheritage.mobile,I hope its free.. But sad to say it needs credit/debit,2,1,"March 26, 2021",18pOjfDBcWJn9UQw,2021-03-26,1616731200.0,Books & Reference
com.thredup.android,It's a great website but the application takes forever to load and for some reason if you want to see something bigger it gives you back view first,3,0,"June 26, 2021",18pOjfDBcWJn9UQw,2021-06-26,1624680000.0,Shopping
com.dd.doordash,"Life saver! They have a pretty good selection at every location I've ordered from so far! Never had a bad experience with any driver yet, they have all followed my specific drop off instructions as well. Best to pay the $9.99 monthly fee instead of delivery charges on every order if you plan to order more than once a month, it saves you quite a bit when you order frequently!",5,0,"June 29, 2021",18pOjfDBcWJn9UQw,2021-06-29,1624939200.0,Food & Drink
com.snapchat.android,"I am facing many bugs from last few days in snapchat like when I am video calling my friend I am unable to see their video, my snapscore is 2000+ but my friend can see about 800 only, I had updated my bitmoji but my friends can see my old bitmoji now also. So please improve these features.",2,18,"January 21, 2022",18pOjfDBcWJn9UQw,2022-01-21,1642741200.0,Communication
badminton.king.sportsgame.smash,When I get a match with real player The ping sucks literally unable to play And I can't get a single match in 600k League Older version 3-4 years ago was way better than present one Now the f...ing tournament mode is gone and abilities are gone,1,0,"January 30, 2022",18pOjfDBcWJn9UQw,2022-01-30,1643518800.0,Sports
com.lingodeer,"need a paid membership to progress. When I saw the price(sale) I said to myself ""Thats ok...maybe, but not right now, lets feel how the lessons progress"" well they cant! And I'm considering 'Lingodeer's cheaper competitor.",2,0,"June 11, 2019",1AaoqHLMPJtYbAzT,2019-06-11,1560225600.0,Education
com.icestorm.link,Such an amazing game‼️I love it so much‼️ There's not another game like it and that's what makes it so amazing... thank you for this wonderful game love it... love it‼️‼️‼️‼️‼️,5,0,"February 17, 2020",1AaoqHLMPJtYbAzT,2020-02-17,1581915600.0,Puzzle
air.net.machinarium.Machinarium.GP,Will not install on Android 10 and I paid for it.,1,0,"March 2, 2020",1AaoqHLMPJtYbAzT,2020-03-02,1583125200.0,Adventure
com.ziprecruiter.android.release,Use this in your job search. It's value is huge!,1,0,"June 16, 2020",1AaoqHLMPJtYbAzT,2020-06-16,1592280000.0,Business
com.lt.mergego.google,Thank you China! The only chinese game that actually made me happy so far! Love you DoubleFun! Glad I saw your ad on another merge game I play! 😙😙😙,5,1,"July 30, 2021",1AaoqHLMPJtYbAzT,2021-07-30,1627617600.0,Puzzle
com.gravity.roona.aos,Not bad. There is just so much going on that it can be overwhelming especially to find anything new after the first time you auto clicked it.,3,1,"November 15, 2021",1AaoqHLMPJtYbAzT,2021-11-15,1636952400.0,Role Playing
com.cricut.designspace,"Except for some font differences between this and the desktop app, this app has so much functionality for being on a mobile device!",5,0,"November 23, 2021",1AaoqHLMPJtYbAzT,2021-11-23,1637643600.0,Lifestyle
com.dywx.larkplayer,best music app ive ever had !! totally reccomend it,5,0,"February 22, 2022",1AaoqHLMPJtYbAzT,2022-02-22,1645506000.0,Music & Audio
fi.twomenandadog.zombiecatchers,Very good game.......... 😁😁😁,5,0,"March 24, 2022",1AaoqHLMPJtYbAzT,2022-03-24,1648094400.0,Action
droso.application.nursing,Lots of things to track!,5,0,"November 16, 2015",1CMFWcONYPtFDAqZ,2015-11-16,1447650000.0,Parenting
com.noodlecake.chameleonrun,Challenging game. Just too repetitive.,4,0,"March 30, 2017",1CMFWcONYPtFDAqZ,2017-03-30,1490846400.0,Arcade
aib.ibank.android,Haj,2,0,"March 13, 2020",1CMFWcONYPtFDAqZ,2020-03-13,1584072000.0,Finance
com.puzzle.merge,Don't pay you for your winnings like they say,1,1,"December 30, 2020",1CMFWcONYPtFDAqZ,2020-12-30,1609304400.0,Puzzle
com.soodexlabs.sudoku2,"Love this version,",5,0,"May 15, 2021",1CMFWcONYPtFDAqZ,2021-05-15,1621051200.0,Puzzle
com.att.myWireless,"Normally it's a great app....but lately it's been glitches constantly, hard to long on freezing up you name it, or maybe because its 4am.....I'm pretty good at navigating through different and difficult apps....all I have to say if it ain't broke leave it alone...maybe it's someone new over it....",3,0,"December 13, 2021",1CMFWcONYPtFDAqZ,2021-12-13,1639371600.0,Productivity
com.fullsenders.sendit,Love the app besides that it keeps glitches and knocks me out of the app and freezes my phone,3,0,"February 16, 2022",1CMFWcONYPtFDAqZ,2022-02-16,1644987600.0,Lifestyle
com.neowiz.game.golflegends,Great GAME,5,0,"February 21, 2022",1CMFWcONYPtFDAqZ,2022-02-21,1645419600.0,Sports
com.axlebolt.standoff2,update Tak abih ii,1,1,"March 13, 2022",1CMFWcONYPtFDAqZ,2022-03-13,1647147600.0,Action
keepass2android.keepass2android,Top password keeper,4,0,"December 2, 2015",1LzXt3Vz6KZffnB7,2015-12-02,1449032400.0,Tools
com.thxgames.triviador,You had a perfectly good game. Why ruin it with this joke of a game?,1,4,"December 22, 2020",1LzXt3Vz6KZffnB7,2020-12-22,1608613200.0,Trivia
com.meetalbert,It takes a little while to update. It comes through in a clutch.,4,0,"February 27, 2021",1LzXt3Vz6KZffnB7,2021-02-27,1614402000.0,Finance
com.commsource.beautyplus,Terbalik admin camera,5,0,"March 11, 2022",1LzXt3Vz6KZffnB7,2022-03-11,1646974800.0,Photography
com.king.crash,I love this game,5,0,"March 23, 2022",1LzXt3Vz6KZffnB7,2022-03-23,1648008000.0,Action
com.bpgames.bs2.and,"After the last update, ""Update Version Detected"" kept popping up and stop me from playing the game even after I download update content the first time. It download for the first time, but as soon as the download complete, it kept popping up to download update content. It disappear without downloading New content when I press OK and appear again and again. The app kept asking for update content even though I downloaded it. I already tried force stopping and clear cache but it didn't stop the problem. I don't clear data because I afraid it might delete my progress. Please fix the problem. The game play is amazing and enjoying though",1,4,"November 22, 2017",1MjFnTH1MLq75c1J,2017-11-22,1511326800.0,Action
com.memoriki.fullhousecasino,lots of different games. Really fun,5,0,"January 24, 2019",1MjFnTH1MLq75c1J,2019-01-24,1548306000.0,Casino
com.netease.chiji,"it wont let me play a match... I can open and find a match, but as soon the match will begin my game stuck!! and i have 2gb space free. Please!! help me... I like the game, but please fix it!! and i will change my rating in this game",1,65,"March 28, 2019",1MjFnTH1MLq75c1J,2019-03-28,1553745600.0,Action
com.symantec.mobile.idsafe,"Good but does not allow printscreens which I can do when accessing the website directly. For banking, the only way to get a receipt is to printscreen the transaction.",4,0,"October 9, 2020",1MjFnTH1MLq75c1J,2020-10-09,1602216000.0,Tools
com.sega.sonicboomandroid,I love the game I feel like a lot of obstacles should be made easier but then again I could be wrong I don't really have anything bad to say about this game I like it would like to have the odds be a bit shorter if that can be fixed.,5,2,"January 8, 2021",1MjFnTH1MLq75c1J,2021-01-08,1610082000.0,Arcade
com.game.idle.fantasy,"Good game.. But no work after level 100, bored after warriors because level100. Not addictive game. No entertainment. Graphics are good, and very good music.",3,6,"October 11, 2021",1MjFnTH1MLq75c1J,2021-10-11,1633924800.0,Role Playing
com.nordcurrent.sniperarena,I keep going out the game when i try to look through the scope.,3,1,"November 25, 2020",1NgprdtwVjCqMlWL,2020-11-25,1606280400.0,Action
com.asanayoga.asanarebel,It's gonna kill me but I love it.,5,0,"February 3, 2021",1NgprdtwVjCqMlWL,2021-02-03,1612328400.0,Health & Fitness
kr.co.questgames.druwadungeonag,"Stuck at downloading game, unit/antibody Thank you",2,0,"June 14, 2021",1NgprdtwVjCqMlWL,2021-06-14,1623643200.0,Simulation
com.klab.lovelive.allstars.global,Great game,5,0,"August 10, 2021",1NgprdtwVjCqMlWL,2021-08-10,1628568000.0,Adventure
com.squareup.cash,"The card works fine, but it tells you that if you recommend someone you will receive $15, this is a lie. You will only receive the money once that person links a bank account to the card, and here's the kicker they have to be a teenager, stupid huh",2,1,"November 28, 2021",1NgprdtwVjCqMlWL,2021-11-28,1638075600.0,Finance
app.hook.dating,"All FEMALE profiles ARE either fake scammers, prostitutes or disgusting, hideously morbidly obese trailer failure cows and sub-human ghetto trash pigs! useless app when there are ZERO users in NYC/NJ USA areas!",1,0,"February 27, 2022",1NgprdtwVjCqMlWL,2022-02-27,1645938000.0,Dating
com.gameloft.android.ANMP.GloftINHM,It freezes like every minute plz fix it IT UNPLAYABLE,2,1,"November 12, 2017",1UMlICDjHpcz8Bdo,2017-11-12,1510462800.0,Action
com.word.puzzle.game.connect,"This was cool, but too much ads that trick you into thinking you're getting a lot of money.",5,0,"September 21, 2018",1UMlICDjHpcz8Bdo,2018-09-21,1537502400.0,Word
com.runtastic.android.results.lite,Good,3,0,"April 19, 2020",1UMlICDjHpcz8Bdo,2020-04-19,1587268800.0,Health & Fitness
com.citi.citimobile,App wont update after pending for 48 hours. Finally was able to update after 3 days but you guys got to get that fixed with Google so I moved my review up to three stars. Some credit cards I do like with Citi like the Costco and premier card,3,0,"October 8, 2021",1UMlICDjHpcz8Bdo,2021-10-08,1633665600.0,Finance
com.affirm.central,Super simple and fast. Definitely helped me get office supplies for my new job while I was between paychecks and needed to supplies before I could start my new job. Also used it to finance our bedroom set as well. Way faster than going through a bank for a loan or anything like that. LOVE the auto payment option as well,5,8,"December 10, 2021",1UMlICDjHpcz8Bdo,2021-12-10,1639112400.0,Shopping
com.rms.gamesforkids.coloring.princess,Neha,5,0,"September 12, 2019",1ZLIiSScqQOFxUWt,2019-09-12,1568260800.0,Casual
games.lightheart.mrautofire,Basically aechero but different looks,3,0,"February 19, 2020",1ZLIiSScqQOFxUWt,2020-02-19,1582088400.0,Action
com.ml.mobile.bol,Great,5,0,"February 26, 2020",1ZLIiSScqQOFxUWt,2020-02-26,1582693200.0,Finance
ru.dublgis.dgismobile,Is the first time I'm that I am so happy with this kind of an app bravo and good luck to the people who have been on this,5,0,"April 3, 2020",1ZLIiSScqQOFxUWt,2020-04-03,1585886400.0,Maps & Navigation
com.ea.game.nfs14_row,"The game is kind of fun but i rate it 2 stars because it doesnt have crossplatform progress transfer. I was level 53 on my iphone and when i changed to android i didnt even think of losing my account since most games have crossplatform, but guess what this one doesnt, its been an issue for years but devs dont care about it. Its as easy as making a facebook ""log in"" which most games use or just an id code for data transfers. Its sad this issue has been arround so long but i still hope its fixed.",2,0,"April 27, 2020",1ZLIiSScqQOFxUWt,2020-04-27,1587960000.0,Racing
com.advanceauto.mobile.commerce.dist,The app works ok but it will not remained logged in for me....may as well just go to the website.,2,2,"June 1, 2020",1ZLIiSScqQOFxUWt,2020-06-01,1590984000.0,Auto & Vehicles
com.yottagames.gameofmafia,A suggestion...24.99 to unlock 2nd builder for 30 days is a bit too pricey. It will scare away players even more. Should release an item to provide the 2nd builder like the original.,3,7,"August 9, 2020",1ZLIiSScqQOFxUWt,2020-08-09,1596945600.0,Strategy
com.evogames.slavsforvk,"Love the game,but dont think we should have to pay gems to dump over storage .Why can't we sell them instead?I just started and am already thinking of quitting it.Cant you help?",5,4,"August 30, 2020",1ZLIiSScqQOFxUWt,2020-08-30,1598760000.0,Casual
sk.phx.terrarium,"I love the app, it's a great game to play when you are bored, but when you are so high up you have a lot of plants you need to plant and no storage. Bit other than needing faster shelving I think it is a cute little game.",4,0,"September 6, 2020",1ZLIiSScqQOFxUWt,2020-09-06,1599364800.0,Simulation
com.foxieventures.virtualworldlifesim,"I couldnt play the game, It would just crash.",1,0,"September 6, 2020",1ZLIiSScqQOFxUWt,2020-09-06,1599364800.0,Role Playing
com.binibambini.abc,So nice,5,0,"January 25, 2021",1ZLIiSScqQOFxUWt,2021-01-25,1611550800.0,Educational
com.miHoYo.bh3global,"Really good story. Gameplay keeps you engaged, and draws on gauhati aren't bad either. Love this game so far! Edit: Access problems now meaning I am unable to get into game. Very frustrating as I have Internet connection and only getting a loading screen.",2,0,"March 1, 2021",1ZLIiSScqQOFxUWt,2021-03-01,1614574800.0,Action
com.dodreams.driveahead,"Revisiting this game it's become so grindy, and I'm not to obsessed with it anymore, but the thing that pissed me off is that it deleted all my progress at one point",2,25,"March 21, 2021",1ZLIiSScqQOFxUWt,2021-03-21,1616299200.0,Racing
com.media44seven.seventyfivehard,"I've read the reviews. It's a simple tracker, helps you remember what you have to do in the program. Anyone that says they're deducting stars because you can't add things, changes or subtract things is a failure to this program. Don't listen to them. Get the app because you want to, not because of what someone else says. Use it to get the most out of this program. Don't be weak.",5,112,"April 15, 2021",1ZLIiSScqQOFxUWt,2021-04-15,1618459200.0,Health & Fitness
com.slothwerks.krumit,"amazing roguelike, worth every penny.",5,0,"June 3, 2021",1ZLIiSScqQOFxUWt,2021-06-03,1622692800.0,Card
tv.fubo.mobile,When in hell are you going to FIX THIS APP. ITS PATHETIC. For weeks the current version DOES NOT work on the Galaxy 7 tablet.....the wheel keeps spinning and there is some ridiculous center screen. FIX IT.,1,17,"December 22, 2021",1ZLIiSScqQOFxUWt,2021-12-22,1640149200.0,Entertainment
com.gamevil.es2.android.google.global.normal,Couldn't play at all cause was held at the create player ID screen no matter what I typed for my nickname this was disappointing for me.,1,0,"January 20, 2022",1ZLIiSScqQOFxUWt,2022-01-20,1642654800.0,Role Playing
com.illumix.fnafar,This game is good but I have a problem with buying stuff when I buy something I like it shows the numbers no this $ when I press it it just stays loading till it eventually closes,4,0,"January 21, 2022",1ZLIiSScqQOFxUWt,2022-01-21,1642741200.0,Strategy
taxi.muver.driver,Great,5,0,"February 10, 2022",1ZLIiSScqQOFxUWt,2022-02-10,1644469200.0,Maps & Navigation
com.simplemobiletools.gallery.pro,Very good app for dailly use. Tks!,5,0,"February 16, 2022",1ZLIiSScqQOFxUWt,2022-02-16,1644987600.0,Photography
com.word.puzzle.game.connect,no spinning wheel in mobile version but it pops up on tablet frequently.. fix this bug,3,0,"May 28, 2019",1aohiiYP4iFDeZ19,2019-05-28,1559016000.0,Word
com.pinger.textfree.call,I love Text Free it is a very good App. I'm still trying to learn all it's qualites.Text Free help me save money. I reccomend others to try it,5,0,"May 12, 2020",1aohiiYP4iFDeZ19,2020-05-12,1589256000.0,Social
com.CarXTech.highWay,Not very fun to play at all the graphics look really good for a mobile game that's the only thing I actually liked about the whole game the gameplay needs lots of work though as it's way to easy to crash right into multiple vehicles that appear outta nowhere so unless you like crashing into vehicles all the time that magically appear out of nowhere than go ahead and install this app otherwise I would avoid this game at all cost,1,0,"October 27, 2021",1aohiiYP4iFDeZ19,2021-10-27,1635307200.0,Racing
com.samsung.android.app.notes,"Very organized, unlimited space, customizable, feasible, applicable to your writing style of comfort (pen, text, voice etc), exportable to any format (pdf, doc, etc.), aesthics are really beautiful and smooth. This App is the perfect go to. Highly recommend!",5,1,"November 17, 2021",1aohiiYP4iFDeZ19,2021-11-17,1637125200.0,Productivity
com.bitmango.go.jewelmatchking,Slow to many aids,3,0,"March 5, 2022",1aohiiYP4iFDeZ19,2022-03-05,1646456400.0,Puzzle
pdf.tap.scanner,It works great. Giving it low rating cause of too many ads,2,0,"September 26, 2018",1elr7GKdt2a5TKMG,2018-09-26,1537934400.0,Business
com.game.idle.fantasy,Battle limited by experience is annoying otherwise a very entertaining game,4,0,"January 10, 2020",1elr7GKdt2a5TKMG,2020-01-10,1578632400.0,Role Playing
com.tivola.wildlife.free,This game was fun but it was kind of boring that why I deleted this game but all the animal were cool and the graphics were very good but it was just a little boring all and all good game 👍😃,5,1,"July 9, 2020",1elr7GKdt2a5TKMG,2020-07-09,1594267200.0,Simulation
com.hottopic.android,Love hot topic but I cannot get the app to accept my account info in the check out screen. It says I'm logged in but when I click on shipping info/card info etc it says I need to log in and still won't pull the info in. Also can't manually type in the info so basically unable to purchase at all from the app.,2,0,"January 3, 2021",1elr7GKdt2a5TKMG,2021-01-03,1609650000.0,Shopping
com.nytimes.cooking,This app is finally coming the rescue and helping me emerge from a rut of same dishes. Totally worth it for all the functions and intuitive ease of use.,5,0,"June 24, 2021",1elr7GKdt2a5TKMG,2021-06-24,1624507200.0,Food & Drink
com.madfingergames.legends,it keeps update the game even though it's already updated and i can't play. it won't let me play. what a letdown. uninstalling now.,1,3,"February 16, 2019",1mtj9M65D06i3Ik0,2019-02-16,1550293200.0,Action
com.disney.frozensaga_goo,Some are to hard to win,4,0,"February 2, 2020",1mtj9M65D06i3Ik0,2020-02-02,1580619600.0,Puzzle
menion.android.locus.pro,Awesome,5,0,"May 30, 2020",1mtj9M65D06i3Ik0,2020-05-30,1590811200.0,Maps & Navigation
com.devolver.reignsGot,Very fun but bit hard to unlock all the characters :(,4,0,"October 22, 2020",1mtj9M65D06i3Ik0,2020-10-22,1603339200.0,Card
com.kokotots.solarkokotots,Moons of 3 planets!,5,0,"February 3, 2022",1mtj9M65D06i3Ik0,2022-02-03,1643864400.0,Educational
com.axlebolt.standoff2,This is best game I like I want get knife,5,0,"March 31, 2022",1mtj9M65D06i3Ik0,2022-03-31,1648699200.0,Action
com.JazzaStudios.JazzasArtyGames,I love this t helps me improve my art work and how I animate thanks Jazza,5,0,"July 16, 2017",1yI9vVObetW9Xs7t,2017-07-16,1500177600.0,Casual
pedometer.stepcounter.calorieburner.pedometerforwalking,This app counts driving slowly as walking so it's never actually accurate.,2,0,"January 7, 2019",1yI9vVObetW9Xs7t,2019-01-07,1546837200.0,Health & Fitness
com.zenstudios.williamspinball,Smooth play for a digital format.,4,0,"September 11, 2019",1yI9vVObetW9Xs7t,2019-09-11,1568174400.0,Simulation
com.sillens.shapeupclub,"So far it's not bad. It took me a while to use more of the easier ways to figure out how to log in my food (the scanner works quite nice). I am actually trying to monitor my cholesteral as well as weight, but as long as it keeps track of food intake, weight, exercise, it still helps. One suggestion: it would be nice to know or get a warning that there are too much fast food and packaged/processed foods in my diet. A busy schedule keeps me from monitoring the bad calories (again for cholesteral).",3,22,"March 5, 2020",1yI9vVObetW9Xs7t,2020-03-05,1583384400.0,Health & Fitness
com.hotheadgames.google.bbfootball,"Decently fun game at first, but complete rng (luck) I land every single bonus and I still lose 21 to 10 it's not at all fair or balanced",2,9,"June 20, 2021",1yI9vVObetW9Xs7t,2021-06-20,1624161600.0,Sports
com.waze,"**Update** After giving this app 1 star because of update issues and GPS not connecting, the Waze tech team directed me to a website for answers. Thank you so much. My app is now working properly. Would give it 5 stars, but deduct 1 because these issues should have never happened in the first place.",4,3,"September 8, 2021",1yI9vVObetW9Xs7t,2021-09-08,1631073600.0,Maps & Navigation
com.apartmentlist.mobile,So far so good,3,0,"January 5, 2021",1yebgELhaQ0jTkKZ,2021-01-05,1609822800.0,House & Home
com.fivebn.daf1.f2p,I'm 70 and really enjoying the puzzles and the story. So far not the most frustrating nor the hardest but not the easiest either. Patient determination wins the day.,5,2,"May 23, 2021",1yebgELhaQ0jTkKZ,2021-05-23,1621742400.0,Adventure
com.ucool.hero,Mad game,5,0,"July 15, 2021",1yebgELhaQ0jTkKZ,2021-07-15,1626321600.0,Role Playing
com.game.idle.fantasy,fun game,4,0,"October 2, 2021",1yebgELhaQ0jTkKZ,2021-10-02,1633147200.0,Role Playing
com.habby.archero,"The game is fun in the beginning, but every mechanic is designed to get you to spend money or watch ads. Not worth the download.",2,10,"October 13, 2021",1yebgELhaQ0jTkKZ,2021-10-13,1634097600.0,Action
com.medscape.android,"The latest update has borked the app. I get the error ""an internet connection is required"" on all content even though I am connected and everything else works fine (including the Medscape site), rendering the app useless. Has been a great reference over the years, please fix!!",2,7,"April 15, 2018",237RAuxjvqeWL0Z2,2018-04-15,1523764800.0,Medical
com.platonicgames.kawaiikitchen,This is a really cute game and it makes me very happy.,4,0,"December 15, 2020",237RAuxjvqeWL0Z2,2020-12-15,1608008400.0,Arcade
com.att.tv,"Terrible app. Constant ""we couldn't play this content at this time"" errors. Casting something that you are already watching doesn't work. You have to cast something else and then come back to the original channel. Scrolling through the guide is glitched when you try to scroll horizontally.",1,20,"March 25, 2021",237RAuxjvqeWL0Z2,2021-03-25,1616644800.0,Entertainment
vn.com.hikergames.fpsfreeze,This is the one of the bast best game ever because that graphic and that gun's gaming speciality 💥💯,5,0,"July 21, 2021",237RAuxjvqeWL0Z2,2021-07-21,1626840000.0,Action
com.google.ar.lens,"Everytime I try installinh this app, I'm met with a screen that says thanks for updating lens, it will be available soon. Leaving Lens to be more or less useless",1,0,"September 5, 2021",237RAuxjvqeWL0Z2,2021-09-05,1630814400.0,Tools
com.google.earth,"A Giant Camera that watching you 😅, It's nothing but traveling in your past to see all information.",5,2,"January 28, 2022",237RAuxjvqeWL0Z2,2022-01-28,1643346000.0,Travel & Local
com.squareup.cash,"Love Cash App. I Just Pray That Cash App Will Upgrade (1.) You Can Be Able To Block A Merchant From Having Access To Your Card. (2.) You Could Have A Mailing Address & A Physical Address On File. (3.) Be Able To Switch Between Accounts Without Having To Log Out (4.) Be Able To Change Your Name On Your Account (Married, Divorce, Or Legal Name Change Etc...) (5.) Log In With A User Name, Email Or Phone Number And Password Or Finger Print. (6) Be Able To Have More Then 1 Debt Card On File.",2,0,"February 20, 2022",237RAuxjvqeWL0Z2,2022-02-20,1645333200.0,Finance
com.lumber.inc,This game is NOTHING like the ad I've seen for this game! Such a waste of time showing you one type of game and presenting another.,1,1,"February 28, 2022",237RAuxjvqeWL0Z2,2022-02-28,1646024400.0,Simulation
com.se.zsj,"if the servers didn't lag so much, I'd play this non-stop, but that's too much to ask from greed driven devs.",1,0,"May 24, 2019",23RTFnS1jFCAhHT3,2019-05-24,1558670400.0,Role Playing
mymacros.com.mymacros,love it! helps me keep on track.,5,0,"June 7, 2019",23RTFnS1jFCAhHT3,2019-06-07,1559880000.0,Health & Fitness
com.dukeenergy.customerapp.release,i just downloaded the app and my antivirus program says it can be unsafe. It would be nice that you check it out.,3,3,"July 24, 2019",23RTFnS1jFCAhHT3,2019-07-24,1563940800.0,Business
com.auer.dawnbreak.trial.single.player.free,Holy hell the ads is insanely annoying. Sad thing is i'm not able to really enjoy the game even pass the tutorial. Uninstall.,1,17,"October 12, 2019",23RTFnS1jFCAhHT3,2019-10-12,1570852800.0,Action
com.qublix.solitairetalestwo,Nice game but it have a little bit of laggy.,4,2,"April 10, 2020",23RTFnS1jFCAhHT3,2020-04-10,1586491200.0,Card
com.noodlecake.altosodyssey,Game so buggy on my phone. Its only 2D game but frezing a lot. I am walting smooth game.,2,0,"July 25, 2020",23RTFnS1jFCAhHT3,2020-07-25,1595649600.0,Action
music.amplifier.volume.booster.equalizer,Good,1,0,"January 10, 2021",23RTFnS1jFCAhHT3,2021-01-10,1610254800.0,Music & Audio
com.makemytrip,Out of 4 hotels I had booked this holiday only 2 were up to the mark. Few hotels are overrated. Such as La Platina in Puri is a worst place I have ever stayed. I will request MMT to verify properly before listing such hotels and resorts. Don't judge only by reviews.,3,0,"March 19, 2021",23RTFnS1jFCAhHT3,2021-03-19,1616126400.0,Travel & Local
com.axlebolt.standoff2,Waiting for Battle royal if this comes then bet me this would be on a high and one suggetion pls never add mic in it :) this thing makes it different from pubg and all,2,0,"August 18, 2021",23RTFnS1jFCAhHT3,2021-08-18,1629259200.0,Action
com.pivotgames.fruitsducks.gp,like it,1,0,"March 15, 2022",23RTFnS1jFCAhHT3,2022-03-15,1647316800.0,Puzzle
com.dosh.client,Oh i changed my mind,2,2,"December 22, 2017",24LwkkklSWdzUswE,2017-12-22,1513918800.0,Shopping
jp.pokemon.koiking,"A super chill and relaxing game. Really fun, even if you're not a fan of the main Pokemon games!",5,0,"February 12, 2019",24LwkkklSWdzUswE,2019-02-12,1549947600.0,Simulation
com.fluidtouch.noteshelf2,As a teacher I am digging this. I would LOVE a ruler for my economics class notebooks though. This would is the only thing keeping this from being a 5 star app.,4,6,"April 9, 2019",24LwkkklSWdzUswE,2019-04-09,1554782400.0,Productivity
vn.com.hikergames.fpsfreeze,So great game but you should add battle rolyle map and online multiplayer 4 people because in this game there are so many small maps good luck.,5,0,"April 10, 2020",24LwkkklSWdzUswE,2020-04-10,1586491200.0,Action
com.rayark.cytus2,"Doesn't run, authentication error. Says i need to connect to the internet, how do you think i downloaded it?",1,0,"October 22, 2021",24LwkkklSWdzUswE,2021-10-22,1634875200.0,Music
com.doordash.driverapp,It seems to work OK Wish there is a button on the app just to get right to someone to help you out if you needed a dasher help on demand instead of having to find it somewhere else,4,1,"January 21, 2022",24LwkkklSWdzUswE,2022-01-21,1642741200.0,Business
com.pinterest,Love it but it has a bug where I can't log in my acc and I can't change my public information. Please fix this.,4,0,"March 29, 2022",24LwkkklSWdzUswE,2022-03-29,1648526400.0,Lifestyle
com.realbyteapps.moneya,Great little app to trick your money I wish we wouldn't have to delete your history if you change currency,5,3,"November 15, 2018",24fT5Ozi5j02Sj8n,2018-11-15,1542258000.0,Finance
com.ideashower.readitlater.pro,"Whats the point in having a dark mode, when the actual article burns my retinas with its bright, white appearance",1,8,"July 2, 2020",24fT5Ozi5j02Sj8n,2020-07-02,1593662400.0,News & Magazines
taxi.muver.driver,I would only drive with someone if they have plans on taking md to a hotel riding my bottom clothes off forcing dex on me with no condom stabing me repeatedly in my bellybutton and cannibalizing my bellybutton and me in real life and I would allow them to do it to me in real life,5,0,"April 18, 2021",24fT5Ozi5j02Sj8n,2021-04-18,1618718400.0,Maps & Navigation
com.vidangel.drybarcomedy,Used to love this app. Uninstalling now that it is subscription only,1,5,"July 6, 2021",24fT5Ozi5j02Sj8n,2021-07-06,1625544000.0,Entertainment
racearena.io,I am downloading cuz you paid phor dis ed,3,0,"December 16, 2021",24fT5Ozi5j02Sj8n,2021-12-16,1639630800.0,Racing
org.tinghood.TpsForMobile_google,I love the competition . I don't like how long it takes to load..,4,0,"January 28, 2022",24fT5Ozi5j02Sj8n,2022-01-28,1643346000.0,Sports
